user_id,vehicle_model,battery_capacity_kwh,charging_station_id,charging_station_location,charging_start_time,charging_end_time,energy_consumed_kwh,charging_duration_hours,charging_rate_kw,charging_cost_usd,time_of_day,day_of_week,state_of_charge_start,state_of_charge_end,distance_driven_since_last_chargekm,temperature_c,vehicle_age_years,charger_type,user_type
User_593,Hyundai Kona,85.0,Station_310,New York,2024-01-25 16:00:00,2024-01-25 19:43:00,40.6309235038,2.7497394122000003,25.7671941382,9.165930228,Afternoon,Sunday,31.2784313115,70.8958942994,250.2821966736,17.4145790848,4.0,Level 1,Long-Distance Traveler
User_594,Nissan Leaf,62.0,Station_208,Houston,2024-01-25 17:00:00,2024-01-25 18:44:00,75.4070095373,3.15448654,17.7297087165,9.0818706906,Evening,Sunday,32.0296579297,101.6052792343,93.7922280457,12.4570578025,0.0,Level 2,Commuter
User_595,BMW i3,62.0,Station_321,San Francisco,2024-01-25 18:00:00,2024-01-25 21:18:00,42.6914053796,3.3149838275,18.8658179393,31.5834217596,Night,Tuesday,47.8819171976,66.7778700021,55.8644695292,10.7163215413,7.0,DC Fast Charger,Casual Driver
User_596,Hyundai Kona,75.0,Station_140,Los Angeles,2024-01-25 19:00:00,2024-01-25 22:44:00,36.4902778837,0.7047543151,5.9493017636,23.3636412054,Night,Monday,64.2280947445,76.1729041932,241.9846436831,36.0486234606,2.0,Level 2,Long-Distance Traveler
User_597,Hyundai Kona,85.0,Station_280,Los Angeles,2024-01-25 20:00:00,2024-01-25 20:58:00,67.5601428808,2.8112366499,8.9705495934,37.6704640416,Afternoon,Thursday,69.3146975662,96.9366454022,145.6653928623,35.8188602257,7.0,DC Fast Charger,Commuter
User_598,Hyundai Kona,75.0,Station_34,New York,2024-01-25 21:00:00,2024-01-25 21:47:00,52.5747017943,3.2659895737999998,4.711583205,12.3288539011,Evening,Tuesday,89.1003284331,82.2181936675,165.4540348595,16.5445812259,5.0,Level 2,Commuter
User_599,Hyundai Kona,85.0,Station_309,Houston,2024-01-25 22:00:00,2024-01-25 22:49:00,28.2798571472,2.6937194092,13.2269747605,24.963724692,Evening,Tuesday,62.5741204219,88.3585505258,190.6843550232,12.3871653274,0.0,Level 2,Commuter
User_600,Hyundai Kona,62.0,Station_392,New York,2024-01-25 23:00:00,2024-01-25 23:43:00,28.869124796,1.1539207498,32.8300378886,46.0591730328,Evening,Sunday,81.2728077378,95.9717938014,210.2772503574,30.8972299378,4.0,DC Fast Charger,Casual Driver
User_601,Chevy Bolt,85.0,Station_18,New York,2024-01-26 00:00:00,2024-01-26 03:11:00,13.1169985074,3.5378731948,25.6037993318,25.799548371,Night,Saturday,5.0657191563,77.7758712965,213.7233639633,32.0549529902,0.5240950281,Level 1,Casual Driver
User_602,BMW i3,50.0,Station_57,Houston,2024-01-26 01:00:00,2024-01-26 04:26:00,21.4227595329,0.7348796153,9.1890774288,28.0728955765,Afternoon,Monday,86.4947653981,52.981111859,74.3813092469,12.0438500424,7.0,DC Fast Charger,Commuter
User_603,Hyundai Kona,100.0,Station_112,San Francisco,2024-01-26 02:00:00,2024-01-26 03:23:00,45.1178064787,3.9527047378,4.2737350854,7.0704633438,Evening,Sunday,13.5819596755,76.3665602365,162.8060411989,-3.8589875963,0.0,Level 1,Long-Distance Traveler
User_604,BMW i3,62.0,Station_5,Los Angeles,2024-01-26 03:00:00,2024-01-26 04:00:00,26.2922240824,1.7788208109,3.5933276315000002,33.6945523104,Afternoon,Thursday,40.4760138188,69.6679773242,177.8125266784,32.0605918453,2.0,Level 2,Commuter
User_605,Chevy Bolt,75.0,Station_410,San Francisco,2024-01-26 04:00:00,2024-01-26 05:27:00,51.6368423443,0.7835521249,14.6069844029,13.4796667895,Afternoon,Monday,32.4096157281,78.6361592256,277.7326067643,31.3027875244,0.0,Level 1,Long-Distance Traveler
User_606,Chevy Bolt,85.0,Station_414,Chicago,2024-01-26 05:00:00,2024-01-26 07:13:00,44.8171908153,1.0358587668,12.5468614953,32.9420456191,Morning,Tuesday,66.4005979297,88.7030659525,174.926888762,-6.1596501951,1.6580130674,Level 1,Long-Distance Traveler
User_607,BMW i3,50.0,Station_182,Chicago,2024-01-26 06:00:00,2024-01-26 09:19:00,19.3620057448,2.5362493417,29.6262428004,35.2577716296,Night,Wednesday,47.2252379588,83.9120004351,107.7484834435,0.3746593402,7.0,DC Fast Charger,Casual Driver
User_608,Tesla Model 3,75.0,Station_13,Chicago,2024-01-26 07:00:00,2024-01-26 10:35:00,55.3957914386,2.2530272958,31.5540965567,12.8643072123,Afternoon,Monday,12.980576855,61.218992714,163.2501715304,29.7162809135,6.0,Level 1,Commuter
User_609,Nissan Leaf,50.0,Station_339,Houston,2024-01-26 08:00:00,2024-01-26 10:37:00,22.0164436102,1.2691575992,41.1962506395,35.9401009799,Morning,Monday,23.6656109193,74.8987294182,236.5735610243,11.5443809276,0.0,Level 1,Casual Driver
User_610,Tesla Model 3,75.0,Station_285,New York,2024-01-26 09:00:00,2024-01-26 12:59:00,67.3818605602,0.7992102307000001,2.6369667895,25.8151823567,Night,Wednesday,12.0547900244,86.4902469958,233.88349897,5.8900560328000005,2.0,DC Fast Charger,Commuter
User_611,Tesla Model 3,75.0,Station_259,San Francisco,2024-01-26 10:00:00,2024-01-26 13:07:00,68.238344049,2.7104371990000002,8.991499199,39.6850224033,Evening,Thursday,30.2281815986,80.0437446048,245.3146688779,11.712169605,7.0,Level 1,Long-Distance Traveler
User_612,Tesla Model 3,62.0,Station_90,Los Angeles,2024-01-26 11:00:00,2024-01-26 11:54:00,67.1333403916,1.2341548025,27.9567152014,32.6977005919,Evening,Thursday,23.5059471561,76.1460084487,7.6198943911,8.0875928367,4.0,Level 1,Casual Driver
User_613,Hyundai Kona,75.0,Station_104,Chicago,2024-01-26 12:00:00,2024-01-26 15:40:00,42.9189373388,3.1653954183,13.1044805943,22.071556692,Morning,Monday,34.8346393583,97.2517867542,129.4031901987,6.3620884194,5.0,DC Fast Charger,Casual Driver
User_614,Chevy Bolt,50.0,Station_379,San Francisco,2024-01-26 13:00:00,2024-01-26 13:48:00,42.6914053796,0.8945285042000001,15.3350226689,22.6734293957,Evening,Sunday,63.5131141787,89.3880418661,96.0300780971,28.4229864133,0.0,DC Fast Charger,Casual Driver
User_615,Tesla Model 3,62.0,Station_186,Chicago,2024-01-26 14:00:00,2024-01-26 17:49:00,35.3273322486,1.4716437604000001,44.6729994558,25.3625042293,Morning,Wednesday,51.4173333042,73.3352942461,128.3209933456,29.2127844943,3.0,DC Fast Charger,Long-Distance Traveler
User_616,Chevy Bolt,62.0,Station_250,Chicago,2024-01-26 15:00:00,2024-01-26 17:45:00,74.5105031833,1.5892187575999999,7.9949116732,29.5967141282,Morning,Saturday,70.4305031079,95.6592281329,298.2996759387,36.3833854624,1.0,Level 1,Casual Driver
User_617,BMW i3,50.0,Station_255,Los Angeles,2024-01-26 16:00:00,2024-01-26 16:32:00,42.6914053796,1.0098888457,37.5724199666,17.3425410898,Evening,Monday,43.705775871,73.8227711613,73.8077421914,35.3082998657,6.0,Level 2,Commuter
User_618,Nissan Leaf,85.0,Station_76,Houston,2024-01-26 17:00:00,2024-01-26 20:44:00,49.7387000524,2.0155172554,32.8683695842,19.5849554916,Night,Wednesday,85.7276473199,52.8285441477,272.1851200949,7.8129170206000005,6.0,DC Fast Charger,Commuter
User_619,BMW i3,1.5365397435,Station_386,New York,2024-01-26 18:00:00,2024-01-26 19:55:00,23.5222418121,1.8443738513999999,42.3802713982,0.6713465052,Morning,Tuesday,74.9308255972,96.8969469924,162.1885014838,13.6751357109,5.0,DC Fast Charger,Long-Distance Traveler
User_620,BMW i3,100.0,Station_459,Houston,2024-01-26 19:00:00,2024-01-26 22:58:00,44.9533716529,1.5923756224,34.0400394372,26.3786505133,Night,Saturday,66.8500361905,61.3139576256,232.244894132,22.5944915243,5.0,Level 1,Casual Driver
User_621,Hyundai Kona,121.2118923534,Station_108,San Francisco,2024-01-26 20:00:00,2024-01-26 22:54:00,66.7052364533,1.8952201720000001,6.5136568929,32.2852307262,Night,Wednesday,56.7179721831,83.646181533,166.6244438866,32.847219807,7.0,Level 2,Commuter
User_622,Nissan Leaf,62.0,Station_156,Houston,2024-01-26 21:00:00,2024-01-26 23:51:00,44.0621547906,2.7143318884000003,12.6377284296,5.4492460489,Morning,Sunday,74.6831853358,73.0642788128,10.8984306077,3.802174549,3.0,Level 2,Casual Driver
User_623,BMW i3,100.0,Station_82,San Francisco,2024-01-26 22:00:00,2024-01-26 22:38:00,14.0255330182,2.2767683011,30.7749730748,10.7949894037,Night,Monday,87.7151104029,85.3881681898,274.2715878534,9.3443457385,7.0,Level 1,Commuter
User_624,BMW i3,85.0,Station_77,San Francisco,2024-01-26 23:00:00,2024-01-27 02:39:00,21.7645866726,2.0100101346,20.3174179679,23.2097759444,Morning,Friday,64.8793630354,59.0195450915,204.0825186713,20.6784235176,7.0,DC Fast Charger,Long-Distance Traveler
User_625,Nissan Leaf,50.0,Station_485,New York,2024-01-27 00:00:00,2024-01-27 02:03:00,16.5546239645,6.4940070428,36.7489806325,30.0176702453,Evening,Thursday,69.4322882306,52.0627580181,299.2617084689,-1.6386571488000001,0.0,Level 1,Commuter
User_626,Nissan Leaf,65.2364982513,Station_470,Los Angeles,2024-01-27 01:00:00,2024-01-27 03:58:00,15.4740960883,0.7877986429,8.6133645081,15.0632069521,Evening,Monday,46.0706957142,58.5905204464,152.2598669908,12.6026871288,5.0,Level 2,Commuter
User_627,BMW i3,50.0,Station_460,New York,2024-01-27 02:00:00,2024-01-27 05:53:00,43.5123471006,1.1812191147,26.1352398123,6.619677868,Evening,Wednesday,17.3698086517,95.1721645108,141.1681321127,21.0784613256,3.0,DC Fast Charger,Commuter
User_628,Nissan Leaf,75.0,Station_258,Houston,2024-01-27 03:00:00,2024-01-27 06:14:00,38.5981394104,1.3694196184,26.5629522012,45.0442693587,Evening,Saturday,37.9274985346,75.1009436524,298.3192214575,6.1611913802,6.0,Level 2,Long-Distance Traveler
User_629,BMW i3,62.0,Station_127,San Francisco,2024-01-27 04:00:00,2024-01-27 06:48:00,45.0789173176,2.4009140682,25.6037993318,6.5566109444,Evening,Saturday,40.1700079885,94.6036685867,250.416348583,7.3350358363,5.0,Level 2,Commuter
User_630,BMW i3,85.0,Station_485,Chicago,2024-01-27 05:00:00,2024-01-27 05:49:00,58.7731455165,2.7465558808,12.8022893413,22.0395108042,Night,Wednesday,70.8802102208,72.2526259537,87.2501552329,4.7004631914,6.0,Level 2,Long-Distance Traveler
User_631,Hyundai Kona,62.0,Station_391,Chicago,2024-01-27 06:00:00,2024-01-27 07:04:00,65.5393977802,1.9651245325,5.2106846274,32.8472352261,Night,Thursday,45.9726579554,51.3300115232,166.1593670763,8.9045258555,6.0,Level 2,Long-Distance Traveler
User_632,Tesla Model 3,62.0,Station_282,San Francisco,2024-01-27 07:00:00,2024-01-27 08:22:00,79.2139969626,2.6043262029000003,20.6138041589,22.4845653554,Night,Monday,37.499326631,96.6797085956,152.2598669908,-1.2045317001,4.0,DC Fast Charger,Commuter
User_633,BMW i3,62.0,Station_474,New York,2024-01-27 08:00:00,2024-01-27 11:24:00,62.919437349,1.1105629817,37.2434580116,38.9670481723,Afternoon,Saturday,39.3601393705,50.6041872757,268.5474334379,21.519498317100002,4.0,DC Fast Charger,Casual Driver
User_634,Chevy Bolt,35.0443544212,Station_88,Los Angeles,2024-01-27 09:00:00,2024-01-27 11:19:00,18.3997104004,2.0655203896,5.9041894926000005,28.0215112759,Afternoon,Saturday,36.5096837029,85.7697373308,160.4171358205,15.8334708087,0.0,DC Fast Charger,Commuter
User_635,Tesla Model 3,62.0,Station_204,New York,2024-01-27 10:00:00,2024-01-27 13:52:00,47.4923002423,3.4103006062,44.8722004565,6.153396129,Morning,Friday,62.1611301735,63.0794798004,46.7721574276,-5.2536382014,7.0,Level 1,Long-Distance Traveler
User_636,Tesla Model 3,85.0,Station_16,San Francisco,2024-01-27 11:00:00,2024-01-27 14:29:00,21.471428411,3.1162253456,47.1897587004,26.8745327597,Afternoon,Tuesday,53.3516413414,86.0313503263,281.2570146793,16.6026130192,4.0,DC Fast Charger,Casual Driver
User_637,Tesla Model 3,75.0,Station_151,San Francisco,2024-01-27 12:00:00,2024-01-27 14:45:00,21.8679477914,3.3833368266,29.8840659985,40.4330537823,Evening,Friday,43.8356488045,61.3720294657,229.7015932436,35.0119145475,2.0,Level 2,Commuter
User_638,Hyundai Kona,75.0,Station_424,Los Angeles,2024-01-27 13:00:00,2024-01-27 13:33:00,78.2376480235,2.7832118665000003,10.3271293323,10.5537175818,Evening,Tuesday,76.0986992475,59.312509223,66.6369234179,30.1867037721,2.0,Level 2,Commuter
User_639,BMW i3,62.0,Station_254,Houston,2024-01-27 14:00:00,2024-01-27 17:04:00,79.7504456415,3.4334638396,25.6037993318,12.6748961708,Evening,Saturday,19.7337514403,69.3314433825,187.4594569554,29.3944535388,3.0,DC Fast Charger,Commuter
User_640,Hyundai Kona,85.0,Station_188,Houston,2024-01-27 15:00:00,2024-01-27 18:21:00,66.8990963631,2.7694854642999998,39.3241411071,17.0919746943,Morning,Tuesday,22.5931360474,75.4046828871,227.4271614039,-4.0733879525,6.0,DC Fast Charger,Commuter
User_641,BMW i3,62.0,Station_329,Los Angeles,2024-01-27 16:00:00,2024-01-27 19:17:00,68.069288283,1.3211779345,34.3981787751,29.4722562924,Morning,Monday,62.0644194021,82.6938659049,135.7250323918,-4.992523665,1.0,Level 1,Commuter
User_642,Hyundai Kona,50.0,Station_32,Houston,2024-01-27 17:00:00,2024-01-27 19:11:00,40.0517966249,1.0397449094,26.3280168704,36.0471196605,Morning,Saturday,21.7803569535,92.3319815886,114.7560838988,30.2853577594,2.0,DC Fast Charger,Casual Driver
User_643,Hyundai Kona,85.0,Station_271,Chicago,2024-01-27 18:00:00,2024-01-27 19:16:00,77.6778219727,2.8759623476,36.8837694048,31.186686586,Morning,Saturday,18.7477458639,92.7818312097,169.2012300844,16.7194191757,5.0,Level 1,Commuter
User_644,Chevy Bolt,62.0,Station_485,Houston,2024-01-27 19:00:00,2024-01-27 21:03:00,38.3604121294,1.2969834264,38.3437638904,10.22554197,Night,Tuesday,72.5050102743,86.3007177157,281.0252124025,5.5012716686,4.0,DC Fast Charger,Long-Distance Traveler
User_645,Hyundai Kona,75.0,Station_397,Houston,2024-01-27 20:00:00,2024-01-27 23:21:00,6.3375342645,0.9414062476,4.3159616713,12.5479325636,Morning,Wednesday,44.2922574282,55.5236463027,170.9205524062,26.7089407953,4.0,Level 1,Long-Distance Traveler
User_646,Nissan Leaf,100.0,Station_5,Houston,2024-01-27 21:00:00,2024-01-27 22:17:00,6.9787713504,2.891860216,35.7889235418,23.1159588706,Morning,Tuesday,23.8315315916,78.7799673434,76.9515940823,27.3553704292,6.0,DC Fast Charger,Casual Driver
User_647,Chevy Bolt,62.0,Station_459,Chicago,2024-01-27 22:00:00,2024-01-28 00:00:00,30.549130796500002,3.7469924581000003,31.2315127227,28.4556902139,Afternoon,Tuesday,59.6579209619,75.6543043521,121.4615969598,29.5026134246,7.0,DC Fast Charger,Long-Distance Traveler
User_648,Hyundai Kona,50.0,Station_330,Houston,2024-01-27 23:00:00,2024-01-28 02:29:00,62.4203613693,2.5000352802,29.9083034022,8.0753742554,Night,Thursday,119.0511074773,50.3837404779,263.503119502,23.6671583574,0.0,DC Fast Charger,Casual Driver
User_649,Tesla Model 3,25.5733602445,Station_308,Chicago,2024-01-28 00:00:00,2024-01-28 01:53:00,34.79315986,3.4129161974,11.9155503587,19.5875447049,Evening,Thursday,12.1316232931,76.1940012451,152.2598669908,33.3744272683,1.0,Level 1,Long-Distance Traveler
User_650,Nissan Leaf,41.6565828482,Station_333,Los Angeles,2024-01-28 01:00:00,2024-01-28 02:37:00,58.4578845138,1.0203811605,25.6037993318,37.033515851,Afternoon,Monday,30.098041545,76.8615954585,73.7913011915,20.692803471,7.0,Level 2,Casual Driver
User_651,Nissan Leaf,100.0,Station_169,New York,2024-01-28 02:00:00,2024-01-28 04:48:00,50.1626577042,3.6273550064,41.5661760129,14.254269992,Morning,Monday,54.0603211716,50.3629118852,246.8353620762,6.7838821779,7.0,Level 1,Commuter
User_652,Nissan Leaf,100.0,Station_181,Los Angeles,2024-01-28 03:00:00,2024-01-28 06:54:00,76.065038805,3.7243685191,5.4903225772,8.8327163182,Evening,Wednesday,15.2217598855,83.9830613699,233.2734067622,10.6754101491,1.0,DC Fast Charger,Long-Distance Traveler
User_653,Chevy Bolt,75.0,Station_366,New York,2024-01-28 04:00:00,2024-01-28 06:34:00,51.2163047221,1.8450506565,18.2752617515,35.1398223588,Evening,Thursday,89.5281826569,56.5952696628,54.8378407658,14.4613255245,5.0,Level 2,Long-Distance Traveler
User_654,Hyundai Kona,85.0,Station_178,Los Angeles,2024-01-28 05:00:00,2024-01-28 06:42:00,39.6771338111,3.9446141979,5.847147396,23.8606805644,Evening,Friday,89.2745730357,83.8158401715,106.7058765376,-1.3562252342,1.0,Level 1,Casual Driver
User_655,Hyundai Kona,50.0,Station_143,New York,2024-01-28 06:00:00,2024-01-28 06:33:00,68.2690209195,1.5334868967,15.0605565345,8.010477245,Afternoon,Monday,72.3273003011,63.8034768406,205.7080402399,11.8724459712,3.0,Level 1,Casual Driver
User_656,Tesla Model 3,62.0,Station_362,New York,2024-01-28 07:00:00,2024-01-28 08:45:00,30.5500115616,2.8343933534,8.8315735884,38.4417932431,Night,Monday,44.7010195034,95.1456417677,135.0377692028,29.8142152112,7.0,Level 2,Casual Driver
User_657,Tesla Model 3,75.0,Station_248,San Francisco,2024-01-28 08:00:00,2024-01-28 09:42:00,44.7586673776,3.4897712004,19.4043724291,5.7828178038,Night,Thursday,28.4431033737,98.2728571589,293.2067592473,3.8586586385,5.0,DC Fast Charger,Long-Distance Traveler
User_658,Nissan Leaf,75.0,Station_127,New York,2024-01-28 09:00:00,2024-01-28 10:46:00,59.1573084701,2.8668371486,19.1014170927,20.1140148588,Evening,Thursday,14.433598941,54.7733650397,276.6089319798,34.3275240615,3.0,Level 2,Casual Driver
User_659,Tesla Model 3,100.0,Station_263,New York,2024-01-28 10:00:00,2024-01-28 11:17:00,57.1455599708,2.5697534981,5.962444721,13.6272184052,Morning,Wednesday,82.4331850669,93.3359364078,245.0546115323,38.020090943,7.0,DC Fast Charger,Commuter
User_660,Chevy Bolt,75.0,Station_40,San Francisco,2024-01-28 11:00:00,2024-01-28 14:03:00,42.6914053796,2.0733713859,38.6880525603,38.2994870025,Night,Thursday,48.4547629078,82.5148154045,39.0537672564,2.0551494453,3.0,Level 2,Casual Driver
User_661,Hyundai Kona,75.0,Station_412,Houston,2024-01-28 12:00:00,2024-01-28 14:11:00,23.8368801019,2.8536492334,12.3295123595,36.2359410352,Night,Sunday,63.1988362791,73.8127084607,192.3226950145,29.0287636622,2.8254819704000003,Level 1,Commuter
User_662,Nissan Leaf,47.6532613756,Station_416,Houston,2024-01-28 13:00:00,2024-01-28 15:15:00,29.3495950389,2.559701573,30.3238957192,13.5072117029,Morning,Tuesday,72.6049992234,22.2752158472,95.2684455561,36.6934186813,1.0,Level 1,Commuter
User_663,Tesla Model 3,85.0,Station_355,San Francisco,2024-01-28 14:00:00,2024-01-28 15:46:00,47.0609256333,2.4455488374,10.4139871036,31.579400641,Afternoon,Saturday,63.1441280208,92.6389090143,152.0568402329,-7.1636208186,6.0,Level 1,Casual Driver
User_664,Chevy Bolt,75.0,Station_255,Chicago,2024-01-28 15:00:00,2024-01-28 16:08:00,27.1701708128,3.3209390614,23.8246440865,9.887290857,Afternoon,Friday,46.8217530358,79.2138961179,163.1287884196,4.1624854707,4.0,DC Fast Charger,Commuter
User_665,Chevy Bolt,50.0,Station_143,New York,2024-01-28 16:00:00,2024-01-28 17:27:00,48.9423202515,3.7916223158999998,31.1711705009,10.1637018671,Morning,Saturday,75.8106844253,89.154642288,112.7295200025,31.508322983,4.0,DC Fast Charger,Commuter
User_666,Tesla Model 3,50.0,Station_240,New York,2024-01-28 17:00:00,2024-01-28 17:48:00,19.1465389282,2.8041515802,35.4535767063,7.5239350741,Afternoon,Tuesday,56.8177830006,55.0549216174,153.054205822,24.1478027982,1.0,Level 2,Commuter
User_667,Hyundai Kona,75.0,Station_228,San Francisco,2024-01-28 18:00:00,2024-01-28 19:57:00,58.1972852688,1.7620474180999999,6.5087451531,38.2962624019,Evening,Sunday,25.8400587376,83.1174320056,221.2100281939,19.9011093891,5.0,DC Fast Charger,Casual Driver
User_668,Tesla Model 3,62.0,Station_341,San Francisco,2024-01-28 19:00:00,2024-01-28 21:22:00,65.2009372029,2.9527283884,22.5726406494,9.0179366943,Night,Sunday,13.9095966966,77.5788751179,214.9232585295,15.0325520081,7.1970415441,DC Fast Charger,Casual Driver
User_669,Nissan Leaf,5.1895299518,Station_198,Chicago,2024-01-28 20:00:00,2024-01-28 21:46:00,51.14211521,1.7809541535000002,21.1180306491,34.7397073129,Afternoon,Tuesday,58.1893631479,69.1577279418,290.7658055614,18.3876034564,2.0,Level 2,Commuter
User_670,Tesla Model 3,50.0,Station_65,Houston,2024-01-28 21:00:00,2024-01-28 22:46:00,69.7159463074,3.7830984458,10.0630937686,37.1192953688,Evening,Saturday,20.4323107984,79.519988298,205.7699162392,-4.478051973,4.0,DC Fast Charger,Long-Distance Traveler
User_671,Chevy Bolt,85.0,Station_388,Los Angeles,2024-01-28 22:00:00,2024-01-29 01:35:00,41.9771828391,3.1964455521,49.3083694009,19.5628167009,Evening,Tuesday,11.4154528909,88.4986322976,260.4855529229,8.2162711683,5.0,Level 2,Commuter
User_672,Tesla Model 3,50.0,Station_11,Houston,2024-01-28 23:00:00,2024-01-28 23:57:00,69.4223510408,1.937366869,9.8898207419,10.8349589066,Evening,Monday,29.1339807889,99.8871530722,74.0437079626,37.2682149545,5.0,DC Fast Charger,Casual Driver
User_673,Hyundai Kona,50.0,Station_108,New York,2024-01-29 00:00:00,2024-01-29 01:35:00,78.983579452,2.9040714588,37.4791729619,32.7572572781,Evening,Sunday,30.8553238522,89.8888981402,222.7617180079,9.5689146796,0.0,DC Fast Charger,Commuter
User_674,BMW i3,85.0,Station_26,San Francisco,2024-01-29 01:00:00,2024-01-29 01:39:00,8.5279290061,2.929231262,9.812104577,17.8610871596,Evening,Saturday,40.4020363344,66.0253226343,99.2324060473,39.9300031975,1.0,Level 1,Commuter
User_675,Tesla Model 3,96.9892366233,Station_445,Chicago,2024-01-29 02:00:00,2024-01-29 04:35:00,54.86000329,1.7409047219,38.7020371478,18.7915839316,Morning,Tuesday,16.5046458643,133.6294352306,225.6350477231,-7.6684178611,0.0,DC Fast Charger,Casual Driver
User_676,Hyundai Kona,105.5549669444,Station_421,Houston,2024-01-29 03:00:00,2024-01-29 06:54:00,48.5028865926,3.2569565894,43.6097074639,13.9840736546,Night,Monday,28.2089350693,64.3122200106,94.9419869781,23.8877426976,4.0,Level 2,Casual Driver
User_677,Hyundai Kona,62.0,Station_151,Chicago,2024-01-29 04:00:00,2024-01-29 05:27:00,52.5325744849,0.7500343405000001,40.9904459557,17.6543174288,Night,Thursday,29.7194020056,63.8991614251,62.1960310616,36.5206129806,0.0,Level 2,Long-Distance Traveler
User_678,Chevy Bolt,75.0,Station_221,Houston,2024-01-29 05:00:00,2024-01-29 08:50:00,45.4711887951,2.9577467894,48.011455934,7.388725699,Morning,Sunday,56.8313768829,89.6238423855,289.7879843555,26.5044255718,6.0,Level 1,Commuter
User_679,Hyundai Kona,50.0,Station_341,New York,2024-01-29 06:00:00,2024-01-29 08:51:00,34.6802647525,1.4975626824,41.8102974086,36.0262521864,Morning,Friday,79.03092866,53.9969888754,218.2902801235,37.3458734933,6.0,Level 2,Commuter
User_680,Hyundai Kona,50.0,Station_496,Los Angeles,2024-01-29 07:00:00,2024-01-29 09:34:00,5.3563093352,3.0013690482,18.3174460641,13.6472554276,Evening,Friday,79.1864746164,69.7391033135,152.2598669908,27.7754038263,4.0,Level 1,Commuter
User_681,Hyundai Kona,100.0,Station_237,Chicago,2024-01-29 08:00:00,2024-01-29 10:21:00,27.282216438,0.9998347402000001,24.4780053268,12.452335883,Afternoon,Tuesday,54.5738533244,74.2877001495,130.7881546322,-3.3398911793,0.0,DC Fast Charger,Long-Distance Traveler
User_682,Hyundai Kona,75.0,Station_237,Chicago,2024-01-29 09:00:00,2024-01-29 10:53:00,11.514718099,2.4608089207,3.8023033274999998,31.1867804252,Night,Friday,18.8861571641,82.4683340569,234.8791649206,-4.0933590757,3.0,Level 1,Long-Distance Traveler
User_683,Nissan Leaf,62.0,Station_497,Los Angeles,2024-01-29 10:00:00,2024-01-29 12:52:00,9.4481671101,1.4658045159,40.5157093354,17.5933317044,Afternoon,Monday,75.6240476226,93.7375891577,115.3780615922,-4.8074512784,2.8963606641,DC Fast Charger,Commuter
User_684,Nissan Leaf,85.0,Station_219,Chicago,2024-01-29 11:00:00,2024-01-29 13:05:00,53.1044936542,1.8580966642,12.620547147,40.317530474,Night,Thursday,33.6601357811,52.8337832668,74.3814022232,14.1213182178,6.0,Level 2,Casual Driver
User_685,Chevy Bolt,75.0,Station_487,Chicago,2024-01-29 12:00:00,2024-01-29 13:02:00,28.7880567553,3.1918278562,33.3727147712,11.3435670042,Evening,Tuesday,40.830540262,61.6475630812,125.8286099264,1.3097312422,0.0,Level 1,Commuter
User_686,Tesla Model 3,75.0,Station_424,Houston,2024-01-29 13:00:00,2024-01-29 15:54:00,51.2069240862,1.2881060253,9.9778770218,24.577166439,Afternoon,Wednesday,67.3875854925,59.7575984287,178.1150993384,12.3225045556,5.0,Level 2,Commuter
User_687,Hyundai Kona,101.1029878588,Station_461,Houston,2024-01-29 14:00:00,2024-01-29 17:01:00,7.2754435114,2.6906032552,21.0603243084,34.6540409075,Night,Saturday,12.884780965000001,72.4517483132,66.8002713994,26.9536585313,0.0,Level 2,Commuter
User_688,Tesla Model 3,83.1415958868,Station_151,Los Angeles,2024-01-29 15:00:00,2024-01-29 18:07:00,42.6914053796,3.1365752044,49.2338530613,38.3750885267,Night,Sunday,68.8486485202,86.4134867067,109.3882719178,34.4146648755,4.0,Level 2,Casual Driver
User_689,Tesla Model 3,100.0,Station_123,New York,2024-01-29 16:00:00,2024-01-29 19:39:00,74.3497016219,2.2286197327,18.0344926088,31.4215377748,Evening,Friday,78.7845985613,61.9953325961,144.4372218992,-8.0598486738,1.0,Level 2,Long-Distance Traveler
User_690,Chevy Bolt,50.0,Station_144,Chicago,2024-01-29 17:00:00,2024-01-29 19:50:00,79.9622262814,2.9677797486,9.8077299261,13.1499163006,Afternoon,Friday,20.7601718082,98.4328688894,278.4756836391,4.7532580108,2.0,Level 2,Long-Distance Traveler
User_691,Hyundai Kona,100.0,Station_478,New York,2024-01-29 18:00:00,2024-01-29 21:39:00,57.2328344527,1.389640352,30.9427533083,5.6639901272,Evening,Tuesday,22.4408994207,63.1517711145,36.0038959616,0.8305829091,4.0,Level 1,Commuter
User_692,Hyundai Kona,62.0,Station_189,Los Angeles,2024-01-29 19:00:00,2024-01-29 20:16:00,39.2230933744,3.0685453052,25.6037993318,11.9506365773,Afternoon,Saturday,14.1275210866,66.7057255928,252.9319825549,36.2014729935,3.0,Level 2,Commuter
User_693,BMW i3,100.0,Station_255,Los Angeles,2024-01-29 20:00:00,2024-01-29 22:21:00,10.4201108028,1.2293482114,18.8997032557,8.9421452144,Afternoon,Saturday,54.9788257372,59.780788575,143.5610356874,21.2931065054,2.0,Level 1,Commuter
User_694,Tesla Model 3,85.0,Station_68,Houston,2024-01-29 21:00:00,2024-01-29 23:53:00,47.1974446901,1.5512712825000001,23.4300227498,9.988472791,Night,Friday,74.8774878776,94.0735694947,278.9265238402,28.4199410902,7.0,Level 1,Casual Driver
